incident_id,asset_id,relation_description
46,3,Video recording checked during investigation
424,341,Server logs reviewed for investigation
490,182,Door controller event related to the incident
65,480,Incident report printed from this device
56,26,Network device checked during response
453,142,Video recording checked during investigation
34,460,Network security logs reviewed
311,57,Video recording checked during investigation
24,46,Alarm panel alert connected to the response
63,240,Incident report printed from this device
136,130,Network security logs reviewed
308,488,Badge reader logs used for access verification
244,306,Alarm panel alert connected to the response
278,148,Door controller event related to the incident
480,99,Server logs reviewed for investigation
448,228,Badge reader logs used for access verification
462,428,CCTV footage reviewed for this incident
80,326,Door controller event related to the incident
361,182,Door controller event related to the incident
31,258,Network device checked during response
9,394,Network security logs reviewed
458,19,Server logs reviewed for investigation
156,360,Security workstation used for incident documentation
381,287,Door controller event related to the incident
315,242,Network device checked during response
49,232,CCTV network switch checked during response
262,8,Badge reader logs used for access verification
104,279,Security workstation used for incident documentation
411,44,Patrol radio used during response coordination
34,336,CCTV footage reviewed for this incident
76,386,CCTV footage reviewed for this incident
209,464,Door controller event related to the incident
251,187,Server logs reviewed for investigation
292,185,Server logs reviewed for investigation
60,126,Security workstation used for incident documentation
190,493,Network security logs reviewed
108,167,Patrol radio used during response coordination
277,423,Alarm panel alert connected to the response
149,175,Badge reader logs used for access verification
236,118,Incident report printed from this device
86,135,CCTV network switch checked during response
418,265,Network device checked during response
460,292,Network security logs reviewed
326,422,Door controller event related to the incident
416,411,Door controller event related to the incident
308,231,Network device checked during response
202,398,CCTV network switch checked during response
65,154,CCTV footage reviewed for this incident
28,13,Door controller event related to the incident
144,149,Door controller event related to the incident
412,421,Patrol radio used during response coordination
88,458,Badge reader logs used for access verification
68,393,Security workstation used for incident documentation
12,53,Door controller event related to the incident
164,270,Incident report printed from this device
136,199,Network device checked during response
115,332,Incident report printed from this device
280,6,Video recording checked during investigation
305,93,CCTV footage reviewed for this incident
116,449,CCTV footage reviewed for this incident
95,482,Incident report printed from this device
343,81,Alarm panel alert connected to the response
214,382,Network security logs reviewed
53,13,Door controller event related to the incident
383,149,Door controller event related to the incident
50,372,Security workstation used for incident documentation
46,32,Incident report printed from this device
294,363,CCTV network switch checked during response
109,13,Door controller event related to the incident
123,6,Video recording checked during investigation
259,267,Badge reader logs used for access verification
271,9,Alarm panel alert connected to the response
257,301,Video recording checked during investigation
57,226,Network device checked during response
216,415,Server logs reviewed for investigation
272,145,Incident report printed from this device
326,93,CCTV footage reviewed for this incident
405,209,Alarm panel alert connected to the response
210,161,Server logs reviewed for investigation
32,470,Badge reader logs used for access verification
329,151,Alarm panel alert connected to the response
294,391,CCTV network switch checked during response
127,34,CCTV footage reviewed for this incident
395,353,Video recording checked during investigation
375,497,Patrol radio used during response coordination
201,472,CCTV footage reviewed for this incident
54,83,Network device checked during response
118,12,Video recording checked during investigation
170,328,Patrol radio used during response coordination
198,386,CCTV footage reviewed for this incident
368,2,Badge reader logs used for access verification
286,351,Server logs reviewed for investigation
105,432,Network security logs reviewed
54,283,Door controller event related to the incident
483,334,Network security logs reviewed
50,101,Video recording checked during investigation
295,465,CCTV footage reviewed for this incident
455,57,Video recording checked during investigation
450,377,Alarm panel alert connected to the response
86,90,Server logs reviewed for investigation
241,321,Badge reader logs used for access verification
226,412,Network device checked during response
217,117,Alarm panel alert connected to the response
234,402,CCTV network switch checked during response
339,160,Network security logs reviewed
105,45,Server logs reviewed for investigation
431,369,Video recording checked during investigation
229,395,Video recording checked during investigation
30,78,Incident report printed from this device
451,265,Network device checked during response
248,369,Video recording checked during investigation
138,84,Incident report printed from this device
283,297,Network security logs reviewed
123,159,CCTV footage reviewed for this incident
293,205,Network security logs reviewed
301,283,Door controller event related to the incident
22,133,Network security logs reviewed
6,324,Video recording checked during investigation
117,66,Server logs reviewed for investigation
470,87,CCTV network switch checked during response
401,187,Server logs reviewed for investigation
326,476,Network security logs reviewed
447,92,Badge reader logs used for access verification
152,158,Network device checked during response
434,445,CCTV footage reviewed for this incident
409,345,CCTV footage reviewed for this incident
209,200,Network security logs reviewed
362,417,Security workstation used for incident documentation
457,339,CCTV network switch checked during response
59,73,Video recording checked during investigation
209,83,Network device checked during response
223,382,Network security logs reviewed
105,446,CCTV footage reviewed for this incident
24,481,Door controller event related to the incident
298,422,Door controller event related to the incident
77,298,Patrol radio used during response coordination
431,147,Security workstation used for incident documentation
35,403,Incident report printed from this device
257,56,Network security logs reviewed
122,93,CCTV footage reviewed for this incident
104,206,CCTV footage reviewed for this incident
320,437,Network security logs reviewed
170,450,CCTV footage reviewed for this incident
139,84,Incident report printed from this device
335,118,Incident report printed from this device
190,262,Patrol radio used during response coordination
460,231,Network device checked during response
303,242,Network device checked during response
489,69,Server logs reviewed for investigation
219,378,Patrol radio used during response coordination
493,75,Incident report printed from this device
152,336,CCTV footage reviewed for this incident
169,471,Network device checked during response
215,451,Badge reader logs used for access verification
42,153,Security workstation used for incident documentation
430,40,Server logs reviewed for investigation
253,459,Video recording checked during investigation
385,418,Badge reader logs used for access verification
21,418,Badge reader logs used for access verification
325,274,Server logs reviewed for investigation
113,345,CCTV footage reviewed for this incident
334,123,Badge reader logs used for access verification
342,257,Network device checked during response
449,229,Alarm panel alert connected to the response
25,350,Network security logs reviewed
103,266,Security workstation used for incident documentation
134,320,Server logs reviewed for investigation
252,144,Video recording checked during investigation
33,276,Incident report printed from this device
291,280,Door controller event related to the incident
193,410,CCTV network switch checked during response
285,278,Patrol radio used during response coordination
323,446,CCTV footage reviewed for this incident
81,162,Network device checked during response
298,113,Server logs reviewed for investigation
432,100,CCTV footage reviewed for this incident
28,366,Video recording checked during investigation
36,90,Server logs reviewed for investigation
440,303,Alarm panel alert connected to the response
56,236,CCTV footage reviewed for this incident
123,361,Patrol radio used during response coordination
204,315,Server logs reviewed for investigation
152,126,Security workstation used for incident documentation
167,191,CCTV footage reviewed for this incident
179,326,Door controller event related to the incident
291,118,Incident report printed from this device
302,100,CCTV footage reviewed for this incident
383,413,Video recording checked during investigation
321,179,Video recording checked during investigation
78,74,Video recording checked during investigation
149,313,Badge reader logs used for access verification
313,64,Alarm panel alert connected to the response
150,273,CCTV footage reviewed for this incident
473,455,Badge reader logs used for access verification
498,319,CCTV network switch checked during response
346,40,Server logs reviewed for investigation
338,299,Badge reader logs used for access verification
174,418,Badge reader logs used for access verification
211,41,Network device checked during response
452,270,Incident report printed from this device
403,276,Incident report printed from this device
325,146,CCTV network switch checked during response
201,429,Patrol radio used during response coordination
499,269,Badge reader logs used for access verification
152,214,Alarm panel alert connected to the response
76,127,Badge reader logs used for access verification
72,33,Video recording checked during investigation
145,125,Security workstation used for incident documentation
357,151,Alarm panel alert connected to the response
350,497,Patrol radio used during response coordination
188,261,Patrol radio used during response coordination
34,345,CCTV footage reviewed for this incident
91,433,Network device checked during response
416,194,Network security logs reviewed
196,27,CCTV footage reviewed for this incident
368,210,CCTV footage reviewed for this incident
331,145,Incident report printed from this device
448,225,CCTV footage reviewed for this incident
285,77,Door controller event related to the incident
158,116,CCTV footage reviewed for this incident
142,242,Network device checked during response
189,460,Network security logs reviewed
62,383,Incident report printed from this device
414,293,Incident report printed from this device
454,345,CCTV footage reviewed for this incident
424,416,Badge reader logs used for access verification
300,222,Patrol radio used during response coordination
316,401,Alarm panel alert connected to the response
247,355,Network security logs reviewed
306,260,Alarm panel alert connected to the response
160,31,Network device checked during response
368,154,CCTV footage reviewed for this incident
8,482,Incident report printed from this device
34,152,Security workstation used for incident documentation
22,161,Server logs reviewed for investigation
20,116,CCTV footage reviewed for this incident
441,59,Incident report printed from this device
389,127,Badge reader logs used for access verification
393,349,Network device checked during response
435,57,Video recording checked during investigation
378,101,Video recording checked during investigation
72,47,CCTV footage reviewed for this incident
152,113,Server logs reviewed for investigation
5,182,Door controller event related to the incident
200,220,Alarm panel alert connected to the response
102,266,Security workstation used for incident documentation
248,277,Video recording checked during investigation
151,465,CCTV footage reviewed for this incident
425,158,Network device checked during response
366,395,Video recording checked during investigation
78,249,CCTV footage reviewed for this incident
192,462,CCTV footage reviewed for this incident
481,57,Video recording checked during investigation
480,197,CCTV footage reviewed for this incident
172,71,Alarm panel alert connected to the response
238,399,Door controller event related to the incident
80,2,Badge reader logs used for access verification
134,494,Security workstation used for incident documentation
40,168,CCTV network switch checked during response
326,426,Patrol radio used during response coordination
12,123,Badge reader logs used for access verification
484,246,Patrol radio used during response coordination
406,254,CCTV network switch checked during response
206,379,Alarm panel alert connected to the response
184,272,Network security logs reviewed
443,87,CCTV network switch checked during response
312,164,CCTV footage reviewed for this incident
112,264,CCTV network switch checked during response
112,173,Video recording checked during investigation
401,392,Badge reader logs used for access verification
76,408,Alarm panel alert connected to the response
341,145,Incident report printed from this device
405,301,Video recording checked during investigation
148,123,Badge reader logs used for access verification
307,353,Video recording checked during investigation
253,353,Video recording checked during investigation
341,490,CCTV network switch checked during response
38,369,Video recording checked during investigation
496,125,Security workstation used for incident documentation
357,141,Security workstation used for incident documentation
25,353,Video recording checked during investigation
25,229,Alarm panel alert connected to the response
186,495,CCTV network switch checked during response
10,100,CCTV footage reviewed for this incident
280,25,Server logs reviewed for investigation
129,318,Network device checked during response
230,55,Network device checked during response
196,155,CCTV footage reviewed for this incident
49,218,CCTV network switch checked during response
307,355,Network security logs reviewed
274,170,Network security logs reviewed
163,479,Network security logs reviewed
487,246,Patrol radio used during response coordination
90,478,Alarm panel alert connected to the response
4,19,Server logs reviewed for investigation
225,335,CCTV network switch checked during response
271,34,CCTV footage reviewed for this incident
276,474,Network device checked during response
261,446,CCTV footage reviewed for this incident
473,435,Incident report printed from this device
206,238,Server logs reviewed for investigation
461,13,Door controller event related to the incident
223,70,Patrol radio used during response coordination
42,62,CCTV footage reviewed for this incident
411,456,Door controller event related to the incident
52,224,Server logs reviewed for investigation
384,266,Security workstation used for incident documentation
381,495,CCTV network switch checked during response
217,356,Alarm panel alert connected to the response
105,236,CCTV footage reviewed for this incident
17,453,CCTV footage reviewed for this incident
113,45,Server logs reviewed for investigation
45,55,Network device checked during response
169,291,Server logs reviewed for investigation
343,221,CCTV footage reviewed for this incident
136,413,Video recording checked during investigation
272,329,Badge reader logs used for access verification
25,19,Server logs reviewed for investigation
425,224,Server logs reviewed for investigation
170,207,Badge reader logs used for access verification
138,119,Security workstation used for incident documentation
74,376,Patrol radio used during response coordination
30,246,Patrol radio used during response coordination
93,147,Security workstation used for incident documentation
39,198,Server logs reviewed for investigation
220,338,CCTV footage reviewed for this incident
395,411,Door controller event related to the incident
430,171,Patrol radio used during response coordination
246,185,Server logs reviewed for investigation
255,328,Patrol radio used during response coordination
278,138,Video recording checked during investigation
442,331,Alarm panel alert connected to the response
71,383,Incident report printed from this device
245,214,Alarm panel alert connected to the response
316,424,CCTV network switch checked during response
401,495,CCTV network switch checked during response
332,65,Patrol radio used during response coordination
377,347,Patrol radio used during response coordination
210,286,Door controller event related to the incident
493,412,Network device checked during response
143,34,CCTV footage reviewed for this incident
315,427,Door controller event related to the incident
399,22,Server logs reviewed for investigation
299,374,Network security logs reviewed
482,86,Alarm panel alert connected to the response
447,114,Network device checked during response
479,61,Patrol radio used during response coordination
229,402,CCTV network switch checked during response
357,357,Badge reader logs used for access verification
164,238,Server logs reviewed for investigation
302,416,Badge reader logs used for access verification
354,251,CCTV footage reviewed for this incident
350,198,Server logs reviewed for investigation
129,450,CCTV footage reviewed for this incident
308,21,CCTV footage reviewed for this incident
343,331,Alarm panel alert connected to the response
189,291,Server logs reviewed for investigation
324,288,CCTV footage reviewed for this incident
422,286,Door controller event related to the incident
164,470,Badge reader logs used for access verification
137,427,Door controller event related to the incident
316,331,Alarm panel alert connected to the response
167,426,Patrol radio used during response coordination
177,229,Alarm panel alert connected to the response
333,458,Badge reader logs used for access verification
38,402,CCTV network switch checked during response
471,332,Incident report printed from this device
179,455,Badge reader logs used for access verification
436,449,CCTV footage reviewed for this incident
458,439,Incident report printed from this device
185,95,CCTV network switch checked during response
348,252,CCTV network switch checked during response
305,221,CCTV footage reviewed for this incident
419,193,Incident report printed from this device
495,159,CCTV footage reviewed for this incident
61,272,Network security logs reviewed
230,277,Video recording checked during investigation
27,191,CCTV footage reviewed for this incident
297,101,Video recording checked during investigation
285,401,Alarm panel alert connected to the response
259,53,Door controller event related to the incident
180,326,Door controller event related to the incident
363,112,Network device checked during response
228,1,Door controller event related to the incident
47,292,Network security logs reviewed
82,344,Patrol radio used during response coordination
40,72,Network security logs reviewed
402,392,Badge reader logs used for access verification
106,305,CCTV footage reviewed for this incident
52,480,Incident report printed from this device
204,392,Badge reader logs used for access verification
266,87,CCTV network switch checked during response
274,293,Incident report printed from this device
486,313,Badge reader logs used for access verification
268,336,CCTV footage reviewed for this incident
395,325,Network device checked during response
80,204,Incident report printed from this device
275,486,Security workstation used for incident documentation
323,488,Badge reader logs used for access verification
49,130,Network security logs reviewed
64,123,Badge reader logs used for access verification
149,393,Security workstation used for incident documentation
67,395,Video recording checked during investigation
489,272,Network security logs reviewed
249,315,Server logs reviewed for investigation
289,201,Network device checked during response
378,441,Security workstation used for incident documentation
457,460,Network security logs reviewed
479,101,Video recording checked during investigation
311,41,Network device checked during response
233,14,Patrol radio used during response coordination
277,87,CCTV network switch checked during response
461,33,Video recording checked during investigation
57,433,Network device checked during response
247,471,Network device checked during response
395,479,Network security logs reviewed
411,274,Server logs reviewed for investigation
488,201,Network device checked during response
334,203,Door controller event related to the incident
166,179,Video recording checked during investigation
361,453,CCTV footage reviewed for this incident
22,55,Network device checked during response
129,48,Security workstation used for incident documentation
16,29,Badge reader logs used for access verification
142,390,Patrol radio used during response coordination
48,201,Network device checked during response
191,412,Network device checked during response
54,239,Incident report printed from this device
124,424,CCTV network switch checked during response
89,437,Network security logs reviewed
87,470,Badge reader logs used for access verification
91,332,Incident report printed from this device
272,90,Server logs reviewed for investigation
332,370,Security workstation used for incident documentation
410,392,Badge reader logs used for access verification
485,303,Alarm panel alert connected to the response
170,270,Incident report printed from this device
486,329,Badge reader logs used for access verification
412,73,Video recording checked during investigation
92,237,Alarm panel alert connected to the response
417,211,Network device checked during response
254,148,Door controller event related to the incident
475,88,Alarm panel alert connected to the response
493,349,Network device checked during response
313,13,Door controller event related to the incident
476,210,CCTV footage reviewed for this incident
378,71,Alarm panel alert connected to the response
330,110,Door controller event related to the incident
493,115,Network security logs reviewed
192,223,Patrol radio used during response coordination
339,346,Door controller event related to the incident
468,452,Door controller event related to the incident
453,85,Video recording checked during investigation
463,126,Security workstation used for incident documentation
250,248,Badge reader logs used for access verification
80,9,Alarm panel alert connected to the response
365,75,Incident report printed from this device
475,72,Network security logs reviewed
366,500,Patrol radio used during response coordination
347,368,Security workstation used for incident documentation
372,169,Video recording checked during investigation
472,259,Network security logs reviewed
176,129,CCTV footage reviewed for this incident
250,58,Incident report printed from this device
417,337,Network security logs reviewed
21,274,Server logs reviewed for investigation
328,193,Incident report printed from this device
411,312,Patrol radio used during response coordination
394,397,Video recording checked during investigation
466,8,Badge reader logs used for access verification
313,369,Video recording checked during investigation
426,404,Patrol radio used during response coordination
50,263,Network security logs reviewed
167,404,Patrol radio used during response coordination
94,161,Server logs reviewed for investigation
462,433,Network device checked during response
14,250,CCTV footage reviewed for this incident
261,64,Alarm panel alert connected to the response
256,125,Security workstation used for incident documentation
101,175,Badge reader logs used for access verification
391,7,Security workstation used for incident documentation
449,442,CCTV footage reviewed for this incident
320,112,Network device checked during response
22,301,Video recording checked during investigation
35,255,Patrol radio used during response coordination
397,449,CCTV footage reviewed for this incident
56,152,Security workstation used for incident documentation
152,240,Incident report printed from this device
496,169,Video recording checked during investigation
202,10,CCTV footage reviewed for this incident
323,93,CCTV footage reviewed for this incident
24,188,Video recording checked during investigation
240,321,Badge reader logs used for access verification
10,81,Alarm panel alert connected to the response
92,15,Video recording checked during investigation
147,418,Badge reader logs used for access verification
214,406,Alarm panel alert connected to the response
245,345,CCTV footage reviewed for this incident
483,146,CCTV network switch checked during response
111,195,Network device checked during response
55,427,Door controller event related to the incident
289,366,Video recording checked during investigation
51,308,Door controller event related to the incident
388,334,Network security logs reviewed
144,229,Alarm panel alert connected to the response
155,470,Badge reader logs used for access verification
63,83,Network device checked during response
127,168,CCTV network switch checked during response
366,45,Server logs reviewed for investigation
174,61,Patrol radio used during response coordination
471,57,Video recording checked during investigation
483,379,Alarm panel alert connected to the response
219,4,Incident report printed from this device
231,442,CCTV footage reviewed for this incident
355,245,CCTV footage reviewed for this incident
432,399,Door controller event related to the incident
417,427,Door controller event related to the incident
437,235,Network security logs reviewed
305,170,Network security logs reviewed
375,93,CCTV footage reviewed for this incident
292,267,Badge reader logs used for access verification
184,136,Network security logs reviewed
83,281,Door controller event related to the incident
41,456,Door controller event related to the incident
123,127,Badge reader logs used for access verification
183,314,Server logs reviewed for investigation
250,449,CCTV footage reviewed for this incident
316,133,Network security logs reviewed
249,18,Network device checked during response
46,138,Video recording checked during investigation
258,65,Patrol radio used during response coordination
333,128,Network security logs reviewed
446,2,Badge reader logs used for access verification
369,124,Network security logs reviewed
209,78,Incident report printed from this device
480,27,CCTV footage reviewed for this incident
85,47,CCTV footage reviewed for this incident
343,74,Video recording checked during investigation
17,480,Incident report printed from this device
88,369,Video recording checked during investigation
363,399,Door controller event related to the incident
350,175,Badge reader logs used for access verification
416,155,CCTV footage reviewed for this incident
84,40,Server logs reviewed for investigation
78,130,Network security logs reviewed
496,60,Network device checked during response
70,88,Alarm panel alert connected to the response
254,66,Server logs reviewed for investigation
106,225,CCTV footage reviewed for this incident
87,320,Server logs reviewed for investigation
178,385,CCTV network switch checked during response
229,146,CCTV network switch checked during response
124,56,Network security logs reviewed
410,27,CCTV footage reviewed for this incident
153,63,Video recording checked during investigation
424,468,Video recording checked during investigation
197,408,Alarm panel alert connected to the response
389,70,Patrol radio used during response coordination
183,58,Incident report printed from this device
268,308,Door controller event related to the incident
120,428,CCTV footage reviewed for this incident
268,376,Patrol radio used during response coordination
90,254,CCTV network switch checked during response
420,84,Incident report printed from this device
415,297,Network security logs reviewed
310,313,Badge reader logs used for access verification
391,292,Network security logs reviewed
445,310,Network security logs reviewed
168,261,Patrol radio used during response coordination
44,457,Incident report printed from this device
110,58,Incident report printed from this device
266,494,Security workstation used for incident documentation
233,26,Network device checked during response
24,145,Incident report printed from this device
109,323,CCTV network switch checked during response
207,170,Network security logs reviewed
317,208,Server logs reviewed for investigation
60,399,Door controller event related to the incident
214,343,Security workstation used for incident documentation
392,102,Video recording checked during investigation
68,65,Patrol radio used during response coordination
407,244,Door controller event related to the incident
63,430,Video recording checked during investigation
57,369,Video recording checked during investigation
206,397,Video recording checked during investigation
106,483,CCTV network switch checked during response
482,414,Video recording checked during investigation
251,63,Video recording checked during investigation
338,137,Server logs reviewed for investigation
234,81,Alarm panel alert connected to the response
101,96,Incident report printed from this device
107,253,Patrol radio used during response coordination
365,57,Video recording checked during investigation
267,190,Alarm panel alert connected to the response
15,306,Alarm panel alert connected to the response
438,239,Incident report printed from this device
200,5,Network security logs reviewed
399,137,Server logs reviewed for investigation
190,124,Network security logs reviewed
10,459,Video recording checked during investigation
297,99,Server logs reviewed for investigation
366,124,Network security logs reviewed
493,92,Badge reader logs used for access verification
377,432,Network security logs reviewed
212,301,Video recording checked during investigation
86,378,Patrol radio used during response coordination
319,192,Security workstation used for incident documentation
456,202,Network device checked during response
433,65,Patrol radio used during response coordination
355,444,Badge reader logs used for access verification
208,256,CCTV footage reviewed for this incident
165,36,Badge reader logs used for access verification
99,167,Patrol radio used during response coordination
219,158,Network device checked during response
472,311,Incident report printed from this device
353,295,Network device checked during response
104,272,Network security logs reviewed
56,376,Patrol radio used during response coordination
401,447,Door controller event related to the incident
398,453,CCTV footage reviewed for this incident
425,189,Server logs reviewed for investigation
255,239,Incident report printed from this device
441,211,Network device checked during response
397,114,Network device checked during response
448,336,CCTV footage reviewed for this incident
139,334,Network security logs reviewed
340,247,CCTV footage reviewed for this incident
148,234,Security workstation used for incident documentation
493,18,Network device checked during response
316,110,Door controller event related to the incident
181,212,Door controller event related to the incident
256,3,Video recording checked during investigation
233,141,Security workstation used for incident documentation
281,338,CCTV footage reviewed for this incident
197,256,CCTV footage reviewed for this incident
204,22,Server logs reviewed for investigation
231,451,Badge reader logs used for access verification
210,245,CCTV footage reviewed for this incident
373,477,Video recording checked during investigation
51,240,Incident report printed from this device
458,229,Alarm panel alert connected to the response
438,48,Security workstation used for incident documentation
269,365,Security workstation used for incident documentation
394,30,Door controller event related to the incident
150,77,Door controller event related to the incident
1,79,Security workstation used for incident documentation
384,243,Patrol radio used during response coordination
325,139,Security workstation used for incident documentation
392,82,Door controller event related to the incident
160,55,Network device checked during response
243,238,Server logs reviewed for investigation
245,216,Badge reader logs used for access verification
51,161,Server logs reviewed for investigation
1,330,Incident report printed from this device
94,463,Network device checked during response
461,132,Video recording checked during investigation
182,132,Video recording checked during investigation
361,225,CCTV footage reviewed for this incident
20,55,Network device checked during response
287,215,CCTV network switch checked during response
132,239,Incident report printed from this device
191,34,CCTV footage reviewed for this incident
11,254,CCTV network switch checked during response
267,314,Server logs reviewed for investigation
242,461,Badge reader logs used for access verification
204,422,Door controller event related to the incident
283,162,Network device checked during response
93,82,Door controller event related to the incident
480,136,Network security logs reviewed
375,77,Door controller event related to the incident
102,77,Door controller event related to the incident
19,153,Security workstation used for incident documentation
168,287,Door controller event related to the incident
453,438,Network security logs reviewed
232,162,Network device checked during response
83,460,Network security logs reviewed
383,61,Patrol radio used during response coordination
466,285,Badge reader logs used for access verification
49,346,Door controller event related to the incident
113,309,Incident report printed from this device
114,1,Door controller event related to the incident
221,59,Incident report printed from this device
23,223,Patrol radio used during response coordination
164,386,CCTV footage reviewed for this incident
331,478,Alarm panel alert connected to the response
457,11,CCTV footage reviewed for this incident
323,300,Network device checked during response
332,277,Video recording checked during investigation
191,256,CCTV footage reviewed for this incident
376,458,Badge reader logs used for access verification
6,23,Door controller event related to the incident
173,49,Patrol radio used during response coordination
378,461,Badge reader logs used for access verification
92,358,Alarm panel alert connected to the response
211,287,Door controller event related to the incident
378,180,Patrol radio used during response coordination
113,491,Incident report printed from this device
405,104,CCTV network switch checked during response
224,458,Badge reader logs used for access verification
86,336,CCTV footage reviewed for this incident
13,282,Patrol radio used during response coordination
1,223,Patrol radio used during response coordination
417,21,CCTV footage reviewed for this incident
360,417,Security workstation used for incident documentation
139,117,Alarm panel alert connected to the response
176,213,Badge reader logs used for access verification
481,380,Incident report printed from this device
15,246,Patrol radio used during response coordination
384,89,Network device checked during response
2,357,Badge reader logs used for access verification
153,479,Network security logs reviewed
428,241,Network device checked during response
90,349,Network device checked during response
157,477,Video recording checked during investigation
258,211,Network device checked during response
162,304,Video recording checked during investigation
499,483,CCTV network switch checked during response
148,281,Door controller event related to the incident
478,27,CCTV footage reviewed for this incident
13,286,Door controller event related to the incident
387,408,Alarm panel alert connected to the response
272,244,Door controller event related to the incident
340,248,Badge reader logs used for access verification
248,285,Badge reader logs used for access verification
303,412,Network device checked during response
388,260,Alarm panel alert connected to the response
208,340,Patrol radio used during response coordination
303,394,Network security logs reviewed
385,96,Incident report printed from this device
261,143,Video recording checked during investigation
182,371,Incident report printed from this device
172,472,CCTV footage reviewed for this incident
398,228,Badge reader logs used for access verification
395,339,CCTV network switch checked during response
235,341,Server logs reviewed for investigation
68,286,Door controller event related to the incident
373,112,Network device checked during response
236,387,Patrol radio used during response coordination
235,230,Server logs reviewed for investigation
86,364,Door controller event related to the incident
60,465,CCTV footage reviewed for this incident
328,108,Network security logs reviewed
239,204,Incident report printed from this device
84,189,Server logs reviewed for investigation
170,169,Video recording checked during investigation
203,324,Video recording checked during investigation
253,333,Badge reader logs used for access verification
30,481,Door controller event related to the incident
341,390,Patrol radio used during response coordination
314,156,Alarm panel alert connected to the response
304,354,Badge reader logs used for access verification
237,236,CCTV footage reviewed for this incident
198,129,CCTV footage reviewed for this incident
312,30,Door controller event related to the incident
60,60,Network device checked during response
263,77,Door controller event related to the incident
94,475,Video recording checked during investigation
158,495,CCTV network switch checked during response
254,304,Video recording checked during investigation
375,281,Door controller event related to the incident
468,172,Incident report printed from this device
414,199,Network device checked during response
304,209,Alarm panel alert connected to the response
359,2,Badge reader logs used for access verification
207,448,Video recording checked during investigation
135,479,Network security logs reviewed
497,373,Door controller event related to the incident
189,164,CCTV footage reviewed for this incident
330,19,Server logs reviewed for investigation
175,36,Badge reader logs used for access verification
294,481,Door controller event related to the incident
493,466,Door controller event related to the incident
165,53,Door controller event related to the incident
268,467,Patrol radio used during response coordination
487,177,Patrol radio used during response coordination
166,25,Server logs reviewed for investigation
302,155,CCTV footage reviewed for this incident
499,274,Server logs reviewed for investigation
194,22,Server logs reviewed for investigation
357,18,Network device checked during response
158,331,Alarm panel alert connected to the response
155,418,Badge reader logs used for access verification
276,299,Badge reader logs used for access verification
458,385,CCTV network switch checked during response
376,207,Badge reader logs used for access verification
133,296,Badge reader logs used for access verification
481,169,Video recording checked during investigation
149,93,CCTV footage reviewed for this incident
376,183,Incident report printed from this device
199,200,Network security logs reviewed
306,467,Patrol radio used during response coordination
208,158,Network device checked during response
310,383,Incident report printed from this device
193,12,Video recording checked during investigation
145,497,Patrol radio used during response coordination
211,353,Video recording checked during investigation
443,201,Network device checked during response
63,472,CCTV footage reviewed for this incident
100,346,Door controller event related to the incident
201,493,Network security logs reviewed
485,281,Door controller event related to the incident
307,97,Door controller event related to the incident
414,500,Patrol radio used during response coordination
56,227,Video recording checked during investigation
467,296,Badge reader logs used for access verification
4,295,Network device checked during response
249,441,Security workstation used for incident documentation
328,239,Incident report printed from this device
228,469,Network device checked during response
128,50,Badge reader logs used for access verification
286,50,Badge reader logs used for access verification
450,12,Video recording checked during investigation
57,360,Security workstation used for incident documentation
264,62,CCTV footage reviewed for this incident
63,220,Alarm panel alert connected to the response
339,364,Door controller event related to the incident
218,7,Security workstation used for incident documentation
239,187,Server logs reviewed for investigation
267,204,Incident report printed from this device
360,189,Server logs reviewed for investigation
276,328,Patrol radio used during response coordination
487,175,Badge reader logs used for access verification
377,146,CCTV network switch checked during response
186,230,Server logs reviewed for investigation
253,431,CCTV network switch checked during response
485,379,Alarm panel alert connected to the response
14,208,Server logs reviewed for investigation
92,312,Patrol radio used during response coordination
351,101,Video recording checked during investigation
405,332,Incident report printed from this device
443,226,Network device checked during response
431,272,Network security logs reviewed
246,5,Network security logs reviewed
22,34,CCTV footage reviewed for this incident
294,327,Security workstation used for incident documentation
249,273,CCTV footage reviewed for this incident
290,362,Server logs reviewed for investigation
350,258,Network device checked during response
239,303,Alarm panel alert connected to the response
391,463,Network device checked during response
389,422,Door controller event related to the incident
196,419,Network security logs reviewed
62,436,Door controller event related to the incident
183,117,Alarm panel alert connected to the response
177,5,Network security logs reviewed
284,219,CCTV network switch checked during response
436,401,Alarm panel alert connected to the response
111,282,Patrol radio used during response coordination
107,397,Video recording checked during investigation
257,178,Network device checked during response
368,363,CCTV network switch checked during response
408,200,Network security logs reviewed
259,459,Video recording checked during investigation
8,9,Alarm panel alert connected to the response
413,80,Alarm panel alert connected to the response
491,443,Network device checked during response
430,245,CCTV footage reviewed for this incident
27,448,Video recording checked during investigation
62,14,Patrol radio used during response coordination
145,284,Patrol radio used during response coordination
276,451,Badge reader logs used for access verification
381,477,Video recording checked during investigation
325,189,Server logs reviewed for investigation
199,75,Incident report printed from this device
418,345,CCTV footage reviewed for this incident
473,381,Badge reader logs used for access verification
454,259,Network security logs reviewed
208,56,Network security logs reviewed
73,300,Network device checked during response
445,277,Video recording checked during investigation
396,283,Door controller event related to the incident
204,213,Badge reader logs used for access verification
482,47,CCTV footage reviewed for this incident
362,388,Server logs reviewed for investigation
233,388,Server logs reviewed for investigation
380,366,Video recording checked during investigation
482,430,Video recording checked during investigation
353,266,Security workstation used for incident documentation
