log_id,user_id,access_type,location,access_time,status,ip_address
17077,362,System Login,Conference Room,2024-02-13,Success,192.168.53.14
17078,405,System Login,Floor 3,2024-04-14,Success,192.168.61.56
17079,85,System Login,Kitchen,2026-01-18,Denied,192.168.182.12
17080,116,Room Access,Kitchen,2025-03-21,Success,192.168.192.115
17081,160,System Login,Pool,2025-10-27,Success,192.168.127.52
17082,270,Server Room Access,Main Gate,2026-04-14,Denied,192.168.181.209
17083,238,System Login,Floor 2,2024-04-19,Success,192.168.46.197
17084,50,Server Room Access,Server Room,2025-08-03,Failed,192.168.152.181
17085,1,Room Access,Conference Room,2025-04-13,Failed,192.168.135.165
17086,180,System Login,Back Gate,2024-07-18,Success,192.168.232.97
17087,498,Server Room Access,Floor 3,2024-03-17,Denied,192.168.211.47
17088,459,System Login,Lobby,2026-04-12,Failed,192.168.62.2
17089,105,Room Access,Floor 2,2024-05-06,Denied,192.168.13.172
17090,421,Server Room Access,Reception,2025-09-29,Failed,192.168.137.182
17091,445,System Login,Conference Room,2025-05-08,Denied,192.168.1.26
17092,310,Room Access,Parking,2025-03-21,Success,192.168.117.182
17093,203,System Login,Floor 1,2026-02-21,Failed,192.168.175.131
17094,400,Room Access,Conference Room,2026-02-08,Success,192.168.139.66
17095,232,Room Access,Pool,2024-07-31,Success,192.168.166.197
17096,401,Room Access,Pool,2026-01-17,Success,192.168.204.42
17097,45,Room Access,Parking,2024-12-19,Denied,192.168.226.225
17098,164,System Login,Storage,2024-06-24,Success,192.168.108.74
17099,47,Server Room Access,Back Gate,2024-10-02,Denied,192.168.123.60
17100,375,Room Access,Conference Room,2024-02-20,Denied,192.168.142.36
17101,212,Server Room Access,Floor 3,2026-04-12,Failed,192.168.224.233
17102,496,Server Room Access,Server Room,2024-04-13,Failed,192.168.91.168
17103,495,Room Access,Storage,2024-07-29,Success,192.168.28.10
17104,232,Room Access,Back Gate,2025-03-06,Denied,192.168.81.202
17105,51,Server Room Access,Server Room,2024-05-27,Denied,192.168.25.196
17106,449,System Login,Reception,2024-11-20,Failed,192.168.27.95
17107,295,System Login,Floor 3,2026-01-14,Denied,192.168.178.157
17108,367,Room Access,Kitchen,2024-12-05,Success,192.168.219.191
17109,294,Room Access,Storage,2024-12-31,Success,192.168.12.207
17110,42,System Login,Gym,2026-01-08,Denied,192.168.176.243
17111,149,Room Access,Main Gate,2025-08-12,Denied,192.168.105.11
17112,98,Room Access,Lobby,2025-02-22,Success,192.168.191.34
17113,331,Room Access,Conference Room,2025-03-12,Success,192.168.225.77
17114,288,Server Room Access,Pool,2024-03-10,Denied,192.168.88.169
17115,415,Server Room Access,Back Gate,2025-01-07,Denied,192.168.212.240
17116,291,Room Access,Pool,2024-09-21,Denied,192.168.169.13
17117,471,Room Access,Parking,2024-06-07,Failed,192.168.68.194
17118,145,Server Room Access,Floor 3,2024-09-20,Denied,192.168.254.15
17119,239,Server Room Access,Lobby,2024-11-17,Denied,192.168.63.117
17120,157,Room Access,Floor 3,2024-08-04,Failed,192.168.149.127
17121,452,Server Room Access,Main Gate,2024-10-01,Failed,192.168.110.114
17122,179,System Login,Parking,2025-12-26,Failed,192.168.11.7
17123,395,Room Access,Pool,2025-03-03,Success,192.168.210.127
17124,39,System Login,Parking,2024-06-09,Denied,192.168.53.47
17125,160,Room Access,Parking,2024-07-01,Failed,192.168.160.39
17126,412,Room Access,Lobby,2026-01-13,Failed,192.168.58.207
17127,402,Room Access,Lobby,2024-03-26,Success,192.168.152.182
17128,180,System Login,Storage,2025-02-27,Denied,192.168.126.46
17129,379,System Login,Gym,2024-04-16,Denied,192.168.209.55
17130,263,Room Access,Floor 1,2026-04-25,Success,192.168.42.75
17131,380,Server Room Access,Back Gate,2026-03-20,Success,192.168.76.3
17132,498,Room Access,Back Gate,2024-01-18,Failed,192.168.48.215
17133,488,Server Room Access,Gym,2026-02-09,Failed,192.168.119.245
17134,457,Server Room Access,Main Gate,2024-11-07,Failed,192.168.147.80
17135,3,Room Access,Floor 1,2024-04-01,Success,192.168.181.33
17136,480,System Login,Lobby,2024-10-10,Success,192.168.56.12
17137,46,System Login,Floor 3,2024-09-27,Failed,192.168.243.153
17138,278,Room Access,Parking,2025-03-31,Success,192.168.181.16
17139,258,System Login,Main Gate,2025-11-09,Success,192.168.155.180
17140,381,Server Room Access,Gym,2025-04-28,Success,192.168.231.131
17141,8,System Login,Pool,2026-03-31,Success,192.168.33.168
17142,76,Room Access,Floor 3,2025-01-07,Denied,192.168.184.30
17143,126,Room Access,Parking,2024-11-29,Denied,192.168.148.88
17144,236,System Login,Server Room,2024-09-25,Denied,192.168.230.101
17145,398,System Login,Kitchen,2024-02-24,Success,192.168.19.150
17146,144,Room Access,Main Gate,2026-04-21,Success,192.168.67.197
17147,12,System Login,Floor 1,2025-06-22,Failed,192.168.198.252
17148,115,Server Room Access,Pool,2024-01-12,Denied,192.168.92.58
17149,449,System Login,Storage,2024-06-09,Failed,192.168.52.7
17150,383,Room Access,Reception,2026-01-13,Success,192.168.31.147
17151,363,System Login,Lobby,2024-09-02,Success,192.168.8.129
17152,301,System Login,Floor 3,2025-03-06,Denied,192.168.144.163
17153,93,Room Access,Floor 2,2024-11-16,Success,192.168.150.147
17154,391,System Login,Reception,2026-02-27,Denied,192.168.200.236
17155,275,System Login,Server Room,2025-12-16,Denied,192.168.117.254
17156,12,Room Access,Storage,2025-01-29,Denied,192.168.1.143
17157,351,System Login,Back Gate,2024-04-16,Denied,192.168.49.51
17158,295,System Login,Conference Room,2024-06-19,Success,192.168.240.161
17159,226,Room Access,Parking,2025-04-12,Denied,192.168.159.53
17160,45,Server Room Access,Floor 3,2026-02-28,Success,192.168.77.226
17161,265,Room Access,Conference Room,2024-10-02,Success,192.168.122.80
17162,293,Room Access,Gym,2025-07-19,Success,192.168.132.3
17163,324,System Login,Server Room,2024-06-22,Failed,192.168.91.76
17164,158,Server Room Access,Floor 2,2025-02-03,Denied,192.168.58.37
17165,209,System Login,Floor 2,2026-02-02,Success,192.168.23.241
17166,298,System Login,Gym,2024-10-19,Success,192.168.55.61
17167,93,System Login,Floor 2,2025-10-01,Failed,192.168.138.42
17168,335,System Login,Floor 1,2025-06-07,Failed,192.168.241.245
17169,69,Room Access,Conference Room,2024-05-29,Failed,192.168.168.236
17170,215,System Login,Kitchen,2024-03-20,Failed,192.168.212.61
17171,385,System Login,Back Gate,2025-10-10,Denied,192.168.112.173
17172,334,System Login,Storage,2025-05-28,Failed,192.168.24.175
17173,103,Server Room Access,Kitchen,2025-09-30,Failed,192.168.143.17
17174,276,Server Room Access,Pool,2025-01-20,Denied,192.168.80.81
17175,298,System Login,Back Gate,2024-07-17,Success,192.168.35.45
17176,440,Server Room Access,Reception,2025-04-16,Success,192.168.203.158
17177,152,System Login,Floor 1,2025-01-15,Failed,192.168.117.151
17178,100,Server Room Access,Main Gate,2025-10-02,Failed,192.168.77.37
17179,149,Server Room Access,Gym,2024-05-07,Failed,192.168.39.169
17180,299,Room Access,Back Gate,2025-02-25,Success,192.168.145.101
17181,429,Server Room Access,Kitchen,2025-03-02,Success,192.168.126.36
17182,33,Room Access,Parking,2025-12-14,Failed,192.168.187.131
17183,34,Server Room Access,Server Room,2026-04-10,Failed,192.168.195.14
17184,371,Server Room Access,Floor 2,2025-10-23,Failed,192.168.224.213
17185,213,Server Room Access,Server Room,2024-11-10,Success,192.168.141.121
17186,189,System Login,Conference Room,2026-04-07,Denied,192.168.221.158
17187,401,Room Access,Conference Room,2025-09-02,Denied,192.168.159.16
17188,368,Room Access,Lobby,2024-03-07,Failed,192.168.21.81
17189,20,System Login,Back Gate,2024-04-26,Success,192.168.56.189
17190,101,System Login,Reception,2024-10-29,Success,192.168.4.91
17191,200,Room Access,Parking,2025-06-14,Failed,192.168.104.68
17192,151,Room Access,Conference Room,2026-02-28,Success,192.168.248.96
17193,462,Room Access,Floor 3,2024-04-23,Failed,192.168.171.36
17194,238,System Login,Lobby,2024-09-23,Success,192.168.167.163
17195,426,System Login,Parking,2025-05-06,Failed,192.168.205.190
17196,184,Server Room Access,Back Gate,2024-06-21,Denied,192.168.163.56
17197,264,System Login,Floor 1,2026-03-11,Success,192.168.144.203
17198,301,Room Access,Parking,2025-09-04,Denied,192.168.252.177
17199,341,System Login,Conference Room,2024-09-06,Denied,192.168.140.13
17200,353,System Login,Floor 3,2025-01-05,Success,192.168.99.140
17201,25,Room Access,Gym,2025-04-03,Success,192.168.195.78
17202,49,Room Access,Gym,2025-12-09,Failed,192.168.169.82
17203,479,Room Access,Server Room,2024-01-07,Success,192.168.224.168
17204,271,System Login,Pool,2025-06-04,Failed,192.168.237.231
17205,13,Room Access,Server Room,2024-03-23,Success,192.168.110.206
17206,456,System Login,Floor 2,2026-02-05,Denied,192.168.216.178
17207,105,Room Access,Lobby,2024-08-13,Success,192.168.44.28
17208,169,Server Room Access,Storage,2025-03-16,Failed,192.168.248.78
17209,272,Server Room Access,Lobby,2024-02-07,Failed,192.168.169.104
17210,138,System Login,Server Room,2026-01-20,Success,192.168.245.47
17211,147,System Login,Floor 2,2025-03-15,Denied,192.168.170.123
17212,185,Room Access,Storage,2025-07-08,Failed,192.168.70.192
17213,245,Room Access,Gym,2026-04-26,Denied,192.168.64.189
17214,347,Room Access,Conference Room,2025-02-22,Denied,192.168.142.17
17215,315,System Login,Pool,2025-08-20,Denied,192.168.85.224
17216,114,System Login,Floor 3,2026-03-14,Denied,192.168.163.119
17217,266,Server Room Access,Gym,2026-04-10,Denied,192.168.250.175
17218,198,Room Access,Gym,2024-02-11,Denied,192.168.188.146
17219,324,Server Room Access,Pool,2025-10-09,Denied,192.168.163.235
17220,137,Server Room Access,Storage,2024-11-28,Failed,192.168.228.56
17221,300,Server Room Access,Reception,2026-03-14,Denied,192.168.178.228
17222,436,Room Access,Server Room,2025-11-25,Failed,192.168.220.210
17223,193,Room Access,Reception,2025-06-26,Failed,192.168.26.96
17224,297,System Login,Pool,2026-03-12,Denied,192.168.52.90
17225,326,Server Room Access,Parking,2025-03-31,Success,192.168.46.146
17226,82,Server Room Access,Reception,2024-05-23,Success,192.168.51.240
17227,204,Server Room Access,Server Room,2025-07-01,Denied,192.168.79.102
17228,275,System Login,Lobby,2025-10-07,Success,192.168.129.32
17229,123,Room Access,Main Gate,2024-05-12,Denied,192.168.248.158
17230,289,Room Access,Conference Room,2024-07-20,Denied,192.168.40.117
17231,14,Server Room Access,Server Room,2026-04-12,Failed,192.168.32.29
17232,433,Room Access,Main Gate,2026-04-01,Denied,192.168.200.167
17233,203,Room Access,Floor 1,2025-12-22,Success,192.168.54.65
17234,48,System Login,Lobby,2024-10-09,Success,192.168.200.96
17235,412,System Login,Floor 3,2024-09-04,Success,192.168.86.235
17236,91,Server Room Access,Pool,2024-06-27,Denied,192.168.169.135
17237,486,Server Room Access,Main Gate,2024-05-24,Success,192.168.236.209
17238,211,Room Access,Kitchen,2024-06-23,Denied,192.168.12.238
17239,210,Server Room Access,Server Room,2025-10-21,Success,192.168.114.96
17240,223,Server Room Access,Storage,2025-09-29,Success,192.168.125.125
17241,248,System Login,Lobby,2025-12-30,Success,192.168.71.183
17242,500,Server Room Access,Conference Room,2026-01-12,Failed,192.168.175.65
17243,250,System Login,Back Gate,2025-11-04,Success,192.168.192.206
17244,312,System Login,Gym,2026-01-07,Success,192.168.166.202
17245,94,Room Access,Back Gate,2025-12-29,Success,192.168.13.125
17246,261,System Login,Floor 3,2024-09-05,Success,192.168.174.196
17247,7,Server Room Access,Parking,2024-02-12,Denied,192.168.34.252
17248,255,System Login,Kitchen,2024-10-30,Failed,192.168.168.101
17249,10,Server Room Access,Server Room,2024-02-17,Failed,192.168.239.161
17250,10,System Login,Server Room,2024-01-30,Failed,192.168.213.203
17251,245,Server Room Access,Kitchen,2024-08-09,Failed,192.168.54.214
17252,289,Server Room Access,Reception,2025-09-07,Denied,192.168.143.115
17253,155,System Login,Server Room,2024-09-09,Failed,192.168.44.87
17254,61,System Login,Conference Room,2025-03-13,Success,192.168.230.221
17255,355,Room Access,Back Gate,2026-03-08,Failed,192.168.169.254
17256,375,System Login,Gym,2025-06-16,Denied,192.168.110.92
17257,136,System Login,Pool,2024-03-22,Success,192.168.126.92
17258,314,Room Access,Gym,2024-09-21,Failed,192.168.17.23
17259,138,Server Room Access,Server Room,2025-10-27,Success,192.168.1.185
17260,124,Room Access,Server Room,2024-02-23,Success,192.168.46.172
17261,74,System Login,Server Room,2026-01-06,Denied,192.168.174.208
17262,155,System Login,Reception,2024-06-04,Failed,192.168.59.35
17263,88,Room Access,Server Room,2024-07-29,Failed,192.168.86.160
17264,178,Room Access,Kitchen,2024-09-04,Success,192.168.26.77
17265,63,Room Access,Main Gate,2026-02-15,Success,192.168.182.29
17266,268,Server Room Access,Parking,2025-06-18,Denied,192.168.89.127
17267,420,System Login,Main Gate,2025-08-16,Denied,192.168.167.131
17268,44,System Login,Reception,2025-06-14,Failed,192.168.25.12
17269,145,System Login,Storage,2025-01-09,Failed,192.168.206.85
17270,52,Server Room Access,Gym,2025-02-18,Success,192.168.213.172
17271,392,System Login,Server Room,2024-05-09,Failed,192.168.62.215
17272,57,Server Room Access,Floor 2,2026-03-04,Success,192.168.250.32
17273,338,Room Access,Floor 3,2024-06-10,Success,192.168.95.54
17274,253,Server Room Access,Reception,2025-06-17,Failed,192.168.14.153
17275,438,Room Access,Floor 2,2024-01-09,Failed,192.168.189.62
17276,10,Server Room Access,Parking,2026-01-01,Success,192.168.91.189
17277,432,Room Access,Gym,2024-06-19,Denied,192.168.191.228
17278,202,System Login,Conference Room,2025-02-19,Failed,192.168.164.18
17279,99,Room Access,Floor 2,2024-11-11,Denied,192.168.103.136
17280,102,Room Access,Reception,2026-01-20,Failed,192.168.254.120
17281,334,Server Room Access,Back Gate,2025-02-25,Success,192.168.138.167
17282,340,Room Access,Kitchen,2025-04-12,Success,192.168.243.43
17283,316,System Login,Floor 1,2025-02-27,Failed,192.168.2.117
17284,141,Server Room Access,Storage,2025-01-27,Failed,192.168.203.11
17285,231,Room Access,Floor 3,2026-01-14,Success,192.168.239.229
17286,229,System Login,Pool,2025-12-29,Success,192.168.149.39
17287,1,System Login,Conference Room,2025-04-30,Denied,192.168.138.196
17288,82,Room Access,Reception,2025-04-30,Failed,192.168.244.108
17289,51,Room Access,Lobby,2025-10-21,Success,192.168.83.47
17290,463,Room Access,Floor 1,2024-09-19,Denied,192.168.224.10
17291,55,Server Room Access,Floor 2,2024-09-20,Failed,192.168.190.17
17292,11,Room Access,Pool,2025-09-18,Failed,192.168.203.211
17293,283,Room Access,Server Room,2024-06-11,Failed,192.168.76.51
17294,77,System Login,Kitchen,2024-11-30,Denied,192.168.231.81
17295,83,Server Room Access,Reception,2025-07-22,Success,192.168.112.155
17296,114,System Login,Floor 2,2024-04-26,Success,192.168.222.254
17297,164,Server Room Access,Lobby,2025-10-07,Denied,192.168.190.128
17298,376,System Login,Lobby,2024-12-11,Success,192.168.91.179
17299,211,Server Room Access,Conference Room,2024-12-25,Failed,192.168.112.246
17300,405,System Login,Kitchen,2025-08-08,Failed,192.168.221.63
17301,86,Server Room Access,Lobby,2025-07-17,Success,192.168.222.252
17302,417,System Login,Conference Room,2026-04-12,Failed,192.168.116.88
17303,213,Server Room Access,Storage,2025-12-25,Success,192.168.245.192
17304,89,System Login,Conference Room,2024-10-31,Failed,192.168.122.45
17305,349,Room Access,Pool,2025-02-25,Failed,192.168.82.106
17306,148,Server Room Access,Lobby,2024-01-25,Denied,192.168.243.170
17307,248,Room Access,Pool,2025-08-27,Denied,192.168.207.170
17308,83,System Login,Gym,2026-02-26,Success,192.168.142.253
17309,182,Server Room Access,Floor 1,2026-03-06,Failed,192.168.15.118
17310,341,Server Room Access,Parking,2024-05-14,Denied,192.168.111.118
17311,387,Room Access,Floor 3,2024-06-20,Denied,192.168.59.233
17312,328,System Login,Floor 3,2025-02-10,Success,192.168.188.85
17313,169,Room Access,Storage,2024-02-24,Failed,192.168.29.241
17314,341,Server Room Access,Kitchen,2025-08-29,Denied,192.168.236.118
17315,198,Room Access,Gym,2024-02-28,Success,192.168.59.30
17316,73,Server Room Access,Server Room,2024-07-06,Failed,192.168.253.152
17317,375,Server Room Access,Floor 1,2026-04-06,Failed,192.168.208.24
17318,278,Server Room Access,Lobby,2025-02-17,Denied,192.168.255.68
17319,479,Server Room Access,Floor 1,2024-11-22,Denied,192.168.18.88
17320,36,Server Room Access,Floor 1,2024-04-15,Denied,192.168.176.83
17321,25,Server Room Access,Kitchen,2025-07-01,Failed,192.168.21.179
17322,18,Room Access,Storage,2024-11-04,Denied,192.168.206.67
17323,296,Room Access,Kitchen,2024-07-04,Denied,192.168.182.100
17324,200,Server Room Access,Floor 2,2024-11-11,Denied,192.168.192.6
17325,145,Room Access,Conference Room,2025-02-05,Success,192.168.93.204
17326,100,Server Room Access,Floor 2,2025-07-15,Denied,192.168.96.207
17327,500,System Login,Floor 3,2025-08-13,Success,192.168.248.221
17328,328,Room Access,Floor 3,2024-09-11,Success,192.168.49.225
17329,12,Room Access,Main Gate,2024-04-22,Denied,192.168.61.32
17330,220,Server Room Access,Conference Room,2025-03-10,Success,192.168.238.94
17331,267,Room Access,Conference Room,2025-01-12,Denied,192.168.174.189
17332,146,Room Access,Floor 3,2025-05-20,Denied,192.168.13.104
17333,92,Server Room Access,Storage,2024-07-19,Denied,192.168.225.216
17334,272,Room Access,Lobby,2024-02-13,Success,192.168.248.137
17335,290,Server Room Access,Storage,2025-05-29,Failed,192.168.195.210
17336,62,Room Access,Parking,2024-12-19,Success,192.168.218.218
17337,401,System Login,Pool,2024-07-31,Denied,192.168.177.184
17338,363,Room Access,Pool,2024-01-16,Success,192.168.79.116
17339,291,Room Access,Floor 1,2024-02-22,Success,192.168.13.73
17340,284,Server Room Access,Conference Room,2025-10-11,Failed,192.168.198.38
17341,418,Server Room Access,Conference Room,2025-06-01,Failed,192.168.55.37
17342,300,Server Room Access,Main Gate,2025-07-19,Failed,192.168.212.241
17343,47,Server Room Access,Main Gate,2025-04-09,Denied,192.168.46.243
17344,46,Room Access,Server Room,2025-07-18,Denied,192.168.43.57
17345,306,System Login,Storage,2024-02-29,Failed,192.168.107.37
17346,478,Room Access,Floor 1,2025-06-25,Denied,192.168.43.137
17347,468,System Login,Main Gate,2025-02-24,Denied,192.168.20.21
17348,274,System Login,Reception,2024-05-16,Failed,192.168.252.177
17349,150,System Login,Lobby,2026-01-29,Failed,192.168.45.143
17350,186,Server Room Access,Gym,2024-03-28,Failed,192.168.37.177
17351,469,System Login,Pool,2025-08-28,Failed,192.168.220.13
17352,120,Server Room Access,Pool,2024-10-13,Success,192.168.99.58
17353,437,Room Access,Floor 1,2025-10-23,Denied,192.168.241.120
17354,241,Server Room Access,Kitchen,2025-03-16,Failed,192.168.239.55
17355,432,Room Access,Conference Room,2025-04-07,Failed,192.168.241.146
17356,317,Server Room Access,Server Room,2024-07-08,Success,192.168.138.91
17357,242,System Login,Gym,2025-10-30,Failed,192.168.99.67
17358,242,System Login,Floor 3,2024-08-25,Failed,192.168.185.205
17359,108,System Login,Pool,2025-12-17,Success,192.168.119.149
17360,496,Room Access,Reception,2025-05-28,Success,192.168.173.16
17361,42,System Login,Back Gate,2024-11-07,Denied,192.168.92.204
17362,442,Room Access,Floor 2,2024-01-16,Denied,192.168.204.161
17363,226,Room Access,Pool,2026-01-21,Denied,192.168.166.11
17364,209,Room Access,Floor 1,2024-03-11,Success,192.168.206.46
17365,483,Server Room Access,Floor 2,2024-04-11,Failed,192.168.140.38
17366,118,Server Room Access,Pool,2025-05-18,Success,192.168.75.146
17367,253,System Login,Gym,2024-09-24,Success,192.168.238.32
17368,91,Room Access,Lobby,2024-04-07,Denied,192.168.61.53
17369,21,Server Room Access,Kitchen,2024-08-29,Failed,192.168.108.205
17370,177,System Login,Parking,2024-05-16,Success,192.168.110.215
17371,310,System Login,Reception,2024-09-10,Failed,192.168.141.128
17372,488,Server Room Access,Reception,2024-12-07,Success,192.168.96.66
17373,257,Server Room Access,Main Gate,2024-10-23,Denied,192.168.127.49
17374,498,Server Room Access,Floor 3,2024-02-05,Failed,192.168.252.175
17375,429,System Login,Conference Room,2024-06-07,Failed,192.168.231.249
17376,429,Server Room Access,Floor 2,2025-09-06,Success,192.168.121.212
17377,412,Room Access,Server Room,2025-02-14,Success,192.168.245.14
17378,152,System Login,Pool,2026-02-25,Denied,192.168.139.30
17379,213,Room Access,Pool,2024-07-25,Denied,192.168.214.139
17380,247,Room Access,Floor 2,2024-11-17,Success,192.168.11.97
17381,211,System Login,Reception,2025-05-02,Failed,192.168.18.81
17382,249,Server Room Access,Lobby,2025-02-04,Failed,192.168.233.180
17383,92,Server Room Access,Floor 2,2024-12-10,Denied,192.168.250.235
17384,307,System Login,Pool,2024-03-24,Success,192.168.119.15
17385,347,Room Access,Gym,2025-04-26,Denied,192.168.154.24
17386,432,System Login,Lobby,2025-11-30,Success,192.168.197.30
17387,301,Room Access,Server Room,2025-05-12,Failed,192.168.91.158
17388,396,Server Room Access,Server Room,2024-07-30,Failed,192.168.255.172
17389,332,Server Room Access,Lobby,2026-02-11,Failed,192.168.111.185
17390,407,Server Room Access,Server Room,2024-01-27,Failed,192.168.23.180
17391,247,System Login,Floor 1,2025-12-05,Failed,192.168.59.56
17392,167,Server Room Access,Floor 3,2024-05-02,Failed,192.168.43.76
17393,129,Room Access,Kitchen,2024-04-22,Denied,192.168.153.215
17394,356,System Login,Reception,2024-02-10,Success,192.168.219.135
17395,218,System Login,Lobby,2024-02-05,Success,192.168.5.201
17396,383,Server Room Access,Gym,2025-12-08,Denied,192.168.99.119
17397,174,Room Access,Floor 1,2025-05-19,Success,192.168.20.194
17398,481,Room Access,Reception,2024-09-08,Failed,192.168.84.238
17399,206,Room Access,Floor 1,2026-03-21,Success,192.168.8.232
17400,276,Server Room Access,Floor 2,2025-12-27,Denied,192.168.177.239
17401,80,System Login,Parking,2025-02-12,Failed,192.168.141.244
17402,290,System Login,Back Gate,2024-01-13,Success,192.168.21.145
17403,349,System Login,Reception,2025-10-14,Success,192.168.205.226
17404,411,System Login,Storage,2026-02-21,Denied,192.168.52.227
17405,330,Room Access,Storage,2026-02-22,Failed,192.168.244.56
17406,141,System Login,Floor 2,2025-06-07,Denied,192.168.246.54
17407,76,Server Room Access,Server Room,2025-10-06,Failed,192.168.223.50
17408,103,Room Access,Main Gate,2025-01-26,Success,192.168.44.47
17409,411,Room Access,Gym,2025-07-09,Success,192.168.150.114
17410,102,System Login,Back Gate,2025-07-07,Success,192.168.164.185
17411,311,Server Room Access,Main Gate,2026-04-12,Success,192.168.77.172
17412,349,Server Room Access,Main Gate,2024-03-06,Success,192.168.121.73
17413,350,Server Room Access,Back Gate,2025-07-02,Denied,192.168.231.152
17414,307,Room Access,Lobby,2026-02-19,Failed,192.168.248.132
17415,140,System Login,Storage,2024-10-21,Success,192.168.106.88
17416,179,System Login,Parking,2025-10-19,Success,192.168.234.85
17417,14,Server Room Access,Lobby,2025-11-05,Failed,192.168.102.63
17418,346,Room Access,Floor 2,2024-04-24,Failed,192.168.210.46
17419,83,Server Room Access,Parking,2025-06-23,Denied,192.168.223.71
17420,116,Room Access,Storage,2025-11-11,Failed,192.168.154.35
17421,219,System Login,Floor 1,2026-01-30,Success,192.168.203.139
17422,314,Server Room Access,Reception,2024-08-12,Failed,192.168.124.99
17423,45,Room Access,Lobby,2025-12-14,Success,192.168.64.21
17424,195,System Login,Gym,2024-06-01,Denied,192.168.155.227
17425,465,Server Room Access,Floor 3,2024-07-05,Failed,192.168.103.100
17426,483,Room Access,Kitchen,2025-03-16,Denied,192.168.197.252
17427,30,System Login,Server Room,2025-05-04,Success,192.168.209.98
17428,260,System Login,Pool,2024-02-21,Denied,192.168.66.31
17429,59,System Login,Parking,2024-05-23,Denied,192.168.129.245
17430,211,Room Access,Storage,2025-05-26,Denied,192.168.134.228
17431,177,Server Room Access,Reception,2025-05-07,Denied,192.168.190.156
17432,94,Room Access,Pool,2026-04-06,Success,192.168.145.214
17433,431,Server Room Access,Pool,2024-09-20,Denied,192.168.210.168
17434,87,System Login,Reception,2024-11-19,Denied,192.168.204.71
17435,282,Room Access,Conference Room,2025-08-11,Failed,192.168.241.248
17436,54,Room Access,Lobby,2025-01-17,Success,192.168.134.38
17437,409,Server Room Access,Kitchen,2026-04-22,Success,192.168.122.10
17438,20,System Login,Storage,2024-11-26,Success,192.168.84.9
17439,114,Room Access,Conference Room,2024-08-01,Failed,192.168.69.239
17440,335,Room Access,Reception,2025-03-08,Success,192.168.135.17
17441,466,Server Room Access,Floor 2,2025-09-03,Denied,192.168.54.63
17442,486,Server Room Access,Floor 1,2024-07-01,Success,192.168.86.225
17443,40,Room Access,Storage,2024-05-12,Success,192.168.155.62
17444,184,Server Room Access,Server Room,2024-08-11,Denied,192.168.75.54
17445,207,Server Room Access,Server Room,2025-05-12,Denied,192.168.41.109
17446,468,Room Access,Lobby,2024-04-04,Success,192.168.38.187
17447,191,Server Room Access,Gym,2025-04-27,Failed,192.168.31.141
17448,496,System Login,Pool,2025-02-10,Denied,192.168.171.57
17449,292,System Login,Pool,2025-09-12,Failed,192.168.174.226
17450,315,Server Room Access,Lobby,2024-02-09,Failed,192.168.225.17
17451,209,Room Access,Floor 3,2024-12-03,Failed,192.168.161.5
17452,395,Room Access,Parking,2025-11-18,Failed,192.168.223.19
17453,159,System Login,Floor 1,2026-03-09,Denied,192.168.187.153
17454,161,System Login,Conference Room,2025-05-08,Failed,192.168.105.121
17455,434,Server Room Access,Kitchen,2025-01-12,Success,192.168.13.230
17456,444,Server Room Access,Parking,2025-02-02,Success,192.168.176.18
17457,408,Server Room Access,Storage,2025-10-03,Denied,192.168.213.211
17458,467,Room Access,Storage,2025-05-16,Success,192.168.31.88
17459,76,Server Room Access,Gym,2026-01-08,Denied,192.168.47.204
17460,146,System Login,Reception,2026-04-08,Denied,192.168.225.102
17461,437,Room Access,Gym,2026-04-01,Success,192.168.89.122
17462,442,Room Access,Gym,2024-06-24,Denied,192.168.32.1
17463,143,Server Room Access,Kitchen,2024-02-03,Denied,192.168.203.56
17464,137,Room Access,Floor 3,2026-01-12,Success,192.168.79.197
17465,374,System Login,Floor 3,2026-01-15,Failed,192.168.182.112
17466,176,System Login,Floor 3,2024-05-06,Denied,192.168.145.250
17467,451,System Login,Back Gate,2026-02-17,Denied,192.168.49.102
17468,153,System Login,Server Room,2025-06-27,Denied,192.168.163.196
17469,177,System Login,Back Gate,2026-03-11,Success,192.168.78.162
17470,72,System Login,Server Room,2024-06-14,Success,192.168.227.113
17471,208,Server Room Access,Floor 3,2024-02-15,Failed,192.168.54.193
17472,356,Server Room Access,Storage,2024-04-13,Failed,192.168.146.101
17473,59,Server Room Access,Pool,2024-07-13,Success,192.168.235.194
17474,443,Room Access,Reception,2025-08-11,Failed,192.168.182.207
17475,99,Server Room Access,Parking,2025-08-08,Denied,192.168.43.176
17476,276,System Login,Pool,2026-03-11,Denied,192.168.19.3
17477,104,Room Access,Main Gate,2024-10-20,Denied,192.168.9.191
17478,472,Room Access,Storage,2024-04-27,Failed,192.168.94.118
17479,118,Room Access,Main Gate,2025-04-04,Success,192.168.219.228
17480,144,Room Access,Server Room,2025-08-10,Denied,192.168.155.236
17481,394,System Login,Main Gate,2025-09-19,Denied,192.168.34.67
17482,342,Room Access,Floor 3,2024-11-07,Failed,192.168.97.26
17483,190,Room Access,Conference Room,2024-04-14,Denied,192.168.54.180
17484,308,Room Access,Reception,2024-11-21,Denied,192.168.209.188
17485,109,System Login,Storage,2024-05-08,Denied,192.168.56.165
17486,134,System Login,Pool,2025-12-29,Failed,192.168.112.32
17487,343,Room Access,Back Gate,2026-03-18,Failed,192.168.54.85
